OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerState,Region,ProductID,Quantity,UnitPrice,Discount,SalesAmount,Profit
ORD-2024-01119,2024-10-03,2024-10-07,Same Day,C-009,MA,East,P-010,3,429,0.05,1222.65,502.65
ORD-2025-01120,2025-05-08,2025-05-15,Second Class,C-024,NC,South,P-007,6,119,0.05,678.3,294.3
ORD-2024-01121,2024-02-24,2024-02-27,Same Day,C-025,TN,South,P-003,7,849,0,5943,2163
ORD-2024-01122,2024-05-17,2024-05-19,Standard Class,C-006,WA,West,P-002,1,999,0.15,849.15,239.15
ORD-2024-01123,2024-02-06,2024-02-08,Second Class,C-036,PA,East,P-015,1,289,0.1,260.1,95.1
ORD-2024-01124,2024-10-19,2024-10-23,Standard Class,C-008,MI,North,P-011,10,559,0.05,5310.5,2010.5
ORD-2024-01125,2024-11-28,2024-12-02,Second Class,C-016,OH,North,P-003,1,849,0.15,721.65,181.65
ORD-2025-01126,2025-06-10,2025-06-11,Same Day,C-009,MA,East,P-016,2,6.99,0,13.98,7.58
ORD-2024-01127,2024-01-23,2024-01-30,First Class,C-031,BC,North,P-017,1,12.49,0.15,10.62,5.52
ORD-2025-01128,2025-11-05,2025-11-08,First Class,C-010,CO,West,P-015,1,289,0,289,124
ORD-2025-01129,2025-09-24,2025-09-30,Standard Class,C-013,ON,North,P-001,11,1299,0.1,12860.1,4500.1
ORD-2024-01130,2024-01-28,2024-01-31,First Class,C-002,CA,West,P-018,3,8.99,0.1,24.27,13.47
ORD-2025-01131,2025-02-08,2025-02-10,First Class,C-012,FL,South,P-013,8,179,0,1432,672
ORD-2025-01132,2025-07-24,2025-07-25,Second Class,C-035,MO,North,P-001,11,1299,0.05,13574.55,5214.55
ORD-2025-01133,2025-07-31,2025-08-03,Same Day,C-031,BC,North,P-003,5,849,0,4245,1545
ORD-2025-01134,2025-02-07,2025-02-08,Second Class,C-019,NV,West,P-010,2,429,0.2,686.4,206.4
ORD-2025-01135,2025-09-03,2025-09-07,Standard Class,C-020,MO,North,P-004,4,499,0,1996,756
ORD-2025-01136,2025-05-20,2025-05-21,Second Class,C-032,AB,North,P-013,5,179,0.1,805.5,330.5
ORD-2025-01137,2025-03-06,2025-03-10,Standard Class,C-010,CO,West,P-006,9,49.99,0.05,427.41,238.41
ORD-2025-01138,2025-08-03,2025-08-06,First Class,C-012,FL,South,P-018,1,8.99,0,8.99,5.39
ORD-2024-01139,2024-01-11,2024-01-15,Second Class,C-025,TN,South,P-010,3,429,0,1287,567
ORD-2024-01140,2024-11-23,2024-11-27,Second Class,C-005,AZ,West,P-016,9,6.99,0.15,53.47,24.67
ORD-2025-01141,2025-05-22,2025-05-28,Standard Class,C-019,NV,West,P-001,3,1299,0.1,3507.3,1227.3
ORD-2024-01142,2024-08-25,2024-08-28,Standard Class,C-013,ON,North,P-012,3,249,0,747,327
ORD-2024-01143,2024-04-30,2024-05-04,Standard Class,C-033,TX,South,P-005,11,329,0.15,3076.15,931.15
ORD-2025-01144,2025-07-04,2025-07-11,First Class,C-036,PA,East,P-009,2,199,0.1,358.2,166.2
ORD-2025-01145,2025-07-26,2025-08-02,Second Class,C-002,CA,West,P-019,3,68,0.1,183.6,81.6
ORD-2024-01146,2024-01-22,2024-01-26,Same Day,C-011,TX,South,P-017,5,12.49,0.05,59.33,33.83
ORD-2025-01147,2025-03-11,2025-03-18,First Class,C-015,OR,West,P-012,4,249,0.1,896.4,336.4
ORD-2025-01148,2025-04-03,2025-04-10,Same Day,C-002,CA,West,P-013,1,179,0.1,161.1,66.1
ORD-2025-01149,2025-07-26,2025-08-02,First Class,C-034,CA,West,P-004,1,499,0.15,424.15,114.15
ORD-2024-01150,2024-04-20,2024-04-27,Standard Class,C-008,MI,North,P-010,7,429,0.15,2552.55,872.55
ORD-2024-01151,2024-08-28,2024-09-01,Second Class,C-008,MI,North,P-007,5,119,0.2,476,156
ORD-2025-01152,2025-04-04,2025-04-09,Same Day,C-031,BC,North,P-011,4,559,0.15,1900.6,580.6
ORD-2025-01153,2025-12-20,2025-12-24,First Class,C-025,TN,South,P-011,5,559,0.2,2236,586
ORD-2024-01154,2024-09-05,2024-09-12,Second Class,C-016,OH,North,P-004,4,499,0.05,1896.2,656.2
ORD-2025-01155,2025-01-08,2025-01-13,First Class,C-009,MA,East,P-018,8,8.99,0.1,64.73,35.93
ORD-2025-01156,2025-07-16,2025-07-23,Second Class,C-034,CA,West,P-007,12,119,0.1,1285.2,517.2
ORD-2024-01157,2024-10-29,2024-10-31,Same Day,C-036,PA,East,P-005,4,329,0.1,1184.4,404.4
ORD-2025-01158,2025-08-29,2025-09-03,Second Class,C-021,FL,South,P-007,8,119,0,952,440
ORD-2025-01159,2025-12-11,2025-12-14,First Class,C-003,IL,North,P-019,10,68,0.15,578,238
ORD-2024-01160,2024-03-10,2024-03-13,First Class,C-020,MO,North,P-017,12,12.49,0.05,142.39,81.19
ORD-2025-01161,2025-08-04,2025-08-07,Second Class,C-014,CA,West,P-011,1,559,0.2,447.2,117.2
ORD-2025-01162,2025-01-02,2025-01-09,First Class,C-030,MD,East,P-013,10,179,0.2,1432,482
ORD-2024-01163,2024-10-06,2024-10-13,Second Class,C-006,WA,West,P-020,9,34.99,0,314.91,188.91
ORD-2024-01164,2024-07-04,2024-07-08,Same Day,C-023,FL,South,P-002,10,999,0,9990,3890
ORD-2024-01165,2024-03-17,2024-03-18,Same Day,C-024,NC,South,P-003,2,849,0.1,1528.2,448.2
ORD-2025-01166,2025-06-19,2025-06-24,First Class,C-032,AB,North,P-011,7,559,0,3913,1603
ORD-2024-01167,2024-08-08,2024-08-15,Second Class,C-027,OH,North,P-006,2,49.99,0.05,94.98,52.98
ORD-2025-01168,2025-05-04,2025-05-08,Same Day,C-031,BC,North,P-014,6,59,0.05,336.3,168.3
ORD-2024-01169,2024-03-28,2024-04-02,First Class,C-010,CO,West,P-008,2,89.99,0,179.98,103.98
ORD-2024-01170,2024-10-27,2024-10-30,Same Day,C-013,ON,North,P-009,10,199,0,1990,1030
ORD-2025-01171,2025-03-27,2025-04-03,First Class,C-034,CA,West,P-002,4,999,0.1,3596.4,1156.4
ORD-2025-01172,2025-05-18,2025-05-25,Same Day,C-009,MA,East,P-006,1,49.99,0.05,47.49,26.49
ORD-2024-01173,2024-09-28,2024-10-05,First Class,C-010,CO,West,P-009,10,199,0,1990,1030
ORD-2025-01174,2025-07-14,2025-07-20,Standard Class,C-006,WA,West,P-012,11,249,0,2739,1199
ORD-2025-01175,2025-07-16,2025-07-17,First Class,C-019,NV,West,P-010,9,429,0.15,3281.85,1121.85
ORD-2025-01176,2025-08-29,2025-09-03,Standard Class,C-035,MO,North,P-020,3,34.99,0,104.97,62.97
ORD-2024-01177,2024-10-18,2024-10-23,Second Class,C-038,LA,South,P-012,5,249,0.1,1120.5,420.5
ORD-2024-01178,2024-11-10,2024-11-13,Second Class,C-002,CA,West,P-018,7,8.99,0.05,59.78,34.58
ORD-2025-01179,2025-03-06,2025-03-10,First Class,C-035,MO,North,P-009,9,199,0,1791,927
ORD-2024-01180,2024-01-14,2024-01-18,Same Day,C-035,MO,North,P-002,4,999,0,3996,1556
ORD-2025-01181,2025-02-04,2025-02-08,Second Class,C-006,WA,West,P-015,2,289,0.15,491.3,161.3
ORD-2024-01182,2024-04-10,2024-04-17,First Class,C-021,FL,South,P-008,2,89.99,0,179.98,103.98
ORD-2025-01183,2025-10-10,2025-10-15,Standard Class,C-029,TX,South,P-016,3,6.99,0.05,19.92,10.32
ORD-2024-01184,2024-10-01,2024-10-05,Second Class,C-039,OK,Central,P-020,2,34.99,0.05,66.48,38.48
ORD-2024-01185,2024-04-21,2024-04-22,First Class,C-017,TN,South,P-020,12,34.99,0.05,398.89,230.89
ORD-2025-01186,2025-06-09,2025-06-16,Standard Class,C-028,WI,North,P-018,2,8.99,0.05,17.08,9.88
ORD-2025-01187,2025-01-29,2025-02-01,Same Day,C-012,FL,South,P-016,5,6.99,0.05,33.2,17.2
ORD-2025-01188,2025-01-28,2025-01-31,Same Day,C-024,NC,South,P-002,1,999,0.15,849.15,239.15
ORD-2024-01189,2024-11-04,2024-11-11,First Class,C-008,MI,North,P-005,11,329,0.1,3257.1,1112.1
ORD-2024-01190,2024-05-18,2024-05-21,First Class,C-009,MA,East,P-010,3,429,0,1287,567
ORD-2025-01191,2025-12-16,2025-12-19,Second Class,C-013,ON,North,P-002,2,999,0.2,1598.4,378.4
ORD-2025-01192,2025-06-16,2025-06-21,Same Day,C-009,MA,East,P-017,7,12.49,0,87.43,51.73
ORD-2024-01193,2024-11-09,2024-11-15,Standard Class,C-036,PA,East,P-011,9,559,0,5031,2061
ORD-2025-01194,2025-07-14,2025-07-19,Same Day,C-028,WI,North,P-009,7,199,0,1393,721
ORD-2024-01195,2024-11-19,2024-11-25,Same Day,C-025,TN,South,P-005,8,329,0.05,2500.4,940.4
ORD-2024-01196,2024-05-16,2024-05-19,Second Class,C-002,CA,West,P-020,2,34.99,0.05,66.48,38.48
ORD-2025-01197,2025-10-24,2025-10-29,Same Day,C-022,UT,West,P-006,4,49.99,0.1,179.96,95.96
ORD-2025-01198,2025-11-17,2025-11-23,Second Class,C-016,OH,North,P-003,6,849,0.1,4584.6,1344.6
ORD-2025-01199,2025-07-02,2025-07-07,Second Class,C-021,FL,South,P-010,4,429,0.05,1630.2,670.2
ORD-2025-01200,2025-05-02,2025-05-05,First Class,C-034,CA,West,P-007,7,119,0.1,749.7,301.7
ORD-2024-01201,2024-10-01,2024-10-02,First Class,C-021,FL,South,P-001,9,1299,0.1,10521.9,3681.9
ORD-2025-01202,2025-05-03,2025-05-04,Standard Class,C-040,KY,South,P-009,5,199,0.05,945.25,465.25
ORD-2024-01203,2024-03-11,2024-03-13,Standard Class,C-025,TN,South,P-004,9,499,0.2,3592.8,802.8
ORD-2025-01204,2025-02-05,2025-02-11,Second Class,C-028,WI,North,P-014,11,59,0.1,584.1,276.1
ORD-2025-01205,2025-07-31,2025-08-04,First Class,C-032,AB,North,P-016,8,6.99,0.15,47.53,21.93
ORD-2024-01206,2024-05-06,2024-05-07,Same Day,C-016,OH,North,P-007,1,119,0.05,113.05,49.05
ORD-2024-01207,2024-01-20,2024-01-23,Same Day,C-033,TX,South,P-013,7,179,0.05,1190.35,525.35
ORD-2025-01208,2025-02-26,2025-03-01,Second Class,C-016,OH,North,P-005,10,329,0.15,2796.5,846.5
ORD-2025-01209,2025-10-18,2025-10-22,Second Class,C-022,UT,West,P-016,12,6.99,0,83.88,45.48
ORD-2025-01210,2025-06-07,2025-06-13,Second Class,C-019,NV,West,P-006,5,49.99,0.15,212.46,107.46
ORD-2024-01211,2024-03-21,2024-03-23,Same Day,C-005,AZ,West,P-006,2,49.99,0.05,94.98,52.98
ORD-2025-01212,2025-11-30,2025-12-06,Same Day,C-006,WA,West,P-012,10,249,0,2490,1090
ORD-2025-01213,2025-10-18,2025-10-19,First Class,C-038,LA,South,P-011,11,559,0,6149,2519
ORD-2024-01214,2024-10-23,2024-10-27,Standard Class,C-004,TX,South,P-012,2,249,0.1,448.2,168.2
ORD-2024-01215,2024-05-28,2024-06-01,Second Class,C-013,ON,North,P-002,10,999,0,9990,3890
ORD-2024-01216,2024-12-20,2024-12-21,Standard Class,C-026,IN,North,P-005,6,329,0.05,1875.3,705.3
ORD-2024-01217,2024-01-17,2024-01-23,First Class,C-040,KY,South,P-001,12,1299,0.05,14808.6,5688.6
ORD-2025-01218,2025-06-23,2025-06-30,Standard Class,C-028,WI,North,P-011,6,559,0.05,3186.3,1206.3
ORD-2024-01219,2024-05-17,2024-05-19,Standard Class,C-034,CA,West,P-018,3,8.99,0.2,21.58,10.78
ORD-2024-01220,2024-04-18,2024-04-19,Second Class,C-027,OH,North,P-011,5,559,0,2795,1145
ORD-2024-01221,2024-05-22,2024-05-29,Second Class,C-015,OR,West,P-019,5,68,0,340,170
ORD-2024-01222,2024-06-22,2024-06-29,First Class,C-031,BC,North,P-005,10,329,0,3290,1340
ORD-2024-01223,2024-12-01,2024-12-06,Same Day,C-020,MO,North,P-001,8,1299,0.1,9352.8,3272.8
ORD-2025-01224,2025-08-08,2025-08-09,Second Class,C-033,TX,South,P-012,6,249,0,1494,654
ORD-2025-01225,2025-06-01,2025-06-03,Second Class,C-025,TN,South,P-011,7,559,0.1,3521.7,1211.7
ORD-2024-01226,2024-06-23,2024-06-29,Same Day,C-017,TN,South,P-013,7,179,0.05,1190.35,525.35
ORD-2024-01227,2024-05-18,2024-05-20,Same Day,C-032,AB,North,P-015,2,289,0.15,491.3,161.3
ORD-2024-01228,2024-03-02,2024-03-09,Second Class,C-003,IL,North,P-015,7,289,0.05,1921.85,766.85
ORD-2024-01229,2024-10-20,2024-10-23,Standard Class,C-012,FL,South,P-015,9,289,0,2601,1116
ORD-2025-01230,2025-12-24,2025-12-30,First Class,C-034,CA,West,P-008,6,89.99,0,539.94,311.94
ORD-2025-01231,2025-07-19,2025-07-21,Second Class,C-008,MI,North,P-017,6,12.49,0.05,71.19,40.59
ORD-2025-01232,2025-05-04,2025-05-09,Standard Class,C-013,ON,North,P-002,8,999,0.1,7192.8,2312.8
ORD-2025-01233,2025-09-07,2025-09-09,Second Class,C-007,GA,South,P-014,10,59,0,590,310
ORD-2024-01234,2024-04-22,2024-04-24,First Class,C-039,OK,Central,P-020,3,34.99,0,104.97,62.97
ORD-2025-01235,2025-10-11,2025-10-15,First Class,C-028,WI,North,P-019,1,68,0.05,64.6,30.6
ORD-2024-01236,2024-03-28,2024-04-01,First Class,C-037,OH,North,P-003,7,849,0.1,5348.7,1568.7
ORD-2025-01237,2025-03-02,2025-03-06,First Class,C-026,IN,North,P-001,10,1299,0,12990,5390
ORD-2025-01238,2025-07-25,2025-07-27,First Class,C-037,OH,North,P-006,5,49.99,0.15,212.46,107.46
ORD-2024-01239,2024-05-05,2024-05-09,Second Class,C-019,NV,West,P-016,8,6.99,0.1,50.33,24.73
ORD-2024-01240,2024-07-16,2024-07-22,Standard Class,C-001,NY,East,P-005,2,329,0.2,526.4,136.4
ORD-2025-01241,2025-04-06,2025-04-11,Second Class,C-032,AB,North,P-010,4,429,0.05,1630.2,670.2
ORD-2025-01242,2025-11-14,2025-11-21,Standard Class,C-017,TN,South,P-003,10,849,0,8490,3090
ORD-2025-01243,2025-04-28,2025-05-03,First Class,C-037,OH,North,P-020,10,34.99,0,349.9,209.9
ORD-2025-01244,2025-11-15,2025-11-21,Same Day,C-025,TN,South,P-020,4,34.99,0,139.96,83.96
ORD-2025-01245,2025-08-31,2025-09-03,Standard Class,C-003,IL,North,P-020,3,34.99,0.15,89.22,47.22
ORD-2024-01246,2024-04-13,2024-04-14,First Class,C-011,TX,South,P-018,8,8.99,0.15,61.13,32.33
ORD-2024-01247,2024-05-20,2024-05-22,First Class,C-027,OH,North,P-012,10,249,0.05,2365.5,965.5
ORD-2024-01248,2024-10-30,2024-11-05,Standard Class,C-035,MO,North,P-008,6,89.99,0,539.94,311.94
ORD-2024-01249,2024-03-09,2024-03-15,First Class,C-019,NV,West,P-003,10,849,0.05,8065.5,2665.5
ORD-2025-01250,2025-08-06,2025-08-08,Same Day,C-011,TX,South,P-017,11,12.49,0.2,109.91,53.81
ORD-2024-01251,2024-05-29,2024-06-01,Same Day,C-012,FL,South,P-014,12,59,0.05,672.6,336.6
ORD-2025-01252,2025-05-10,2025-05-14,First Class,C-009,MA,East,P-003,9,849,0.05,7258.95,2398.95
ORD-2025-01253,2025-03-24,2025-03-26,Standard Class,C-039,OK,Central,P-005,10,329,0,3290,1340
ORD-2024-01254,2024-10-27,2024-11-01,Standard Class,C-005,AZ,West,P-020,12,34.99,0,419.88,251.88
ORD-2024-01255,2024-11-15,2024-11-22,Standard Class,C-028,WI,North,P-001,4,1299,0.05,4936.2,1896.2
ORD-2024-01256,2024-03-27,2024-04-03,Standard Class,C-009,MA,East,P-017,4,12.49,0.1,44.96,24.56
ORD-2024-01257,2024-04-07,2024-04-14,Standard Class,C-039,OK,Central,P-002,6,999,0,5994,2334
ORD-2025-01258,2025-03-12,2025-03-14,First Class,C-032,AB,North,P-002,11,999,0.15,9340.65,2630.65
ORD-2025-01259,2025-07-02,2025-07-03,Standard Class,C-036,PA,East,P-013,1,179,0.1,161.1,66.1
ORD-2024-01260,2024-03-21,2024-03-26,Same Day,C-031,BC,North,P-009,10,199,0.1,1791,831
ORD-2025-01261,2025-04-22,2025-04-26,Same Day,C-029,TX,South,P-011,6,559,0,3354,1374
ORD-2025-01262,2025-12-20,2025-12-21,Same Day,C-010,CO,West,P-007,11,119,0.1,1178.1,474.1
ORD-2025-01263,2025-01-05,2025-01-08,Second Class,C-003,IL,North,P-008,10,89.99,0,899.9,519.9
ORD-2024-01264,2024-11-10,2024-11-15,Same Day,C-032,AB,North,P-002,3,999,0.1,2697.3,867.3
ORD-2024-01265,2024-06-20,2024-06-23,First Class,C-025,TN,South,P-017,8,12.49,0,99.92,59.12
ORD-2025-01266,2025-04-10,2025-04-14,Second Class,C-040,KY,South,P-001,10,1299,0.1,11691,4091
ORD-2025-01267,2025-07-29,2025-08-03,Standard Class,C-005,AZ,West,P-010,1,429,0.1,386.1,146.1
ORD-2025-01268,2025-05-06,2025-05-12,Same Day,C-028,WI,North,P-013,2,179,0.05,340.1,150.1
ORD-2024-01269,2024-04-15,2024-04-19,First Class,C-030,MD,East,P-020,6,34.99,0.05,199.44,115.44
ORD-2025-01270,2025-01-18,2025-01-21,First Class,C-040,KY,South,P-001,7,1299,0.1,8183.7,2863.7
ORD-2025-01271,2025-07-11,2025-07-15,Same Day,C-022,UT,West,P-001,1,1299,0,1299,539
ORD-2025-01272,2025-01-10,2025-01-15,Same Day,C-007,GA,South,P-012,12,249,0.05,2838.6,1158.6
ORD-2024-01273,2024-01-03,2024-01-05,First Class,C-026,IN,North,P-013,8,179,0.2,1145.6,385.6
ORD-2024-01274,2024-06-24,2024-06-26,Same Day,C-017,TN,South,P-002,12,999,0.1,10789.2,3469.2
ORD-2024-01275,2024-07-15,2024-07-22,First Class,C-017,TN,South,P-010,1,429,0.05,407.55,167.55
ORD-2024-01276,2024-04-07,2024-04-10,First Class,C-026,IN,North,P-011,9,559,0.05,4779.45,1809.45
ORD-2025-01277,2025-07-27,2025-08-01,Same Day,C-011,TX,South,P-012,12,249,0.1,2689.2,1009.2
ORD-2024-01278,2024-10-08,2024-10-15,First Class,C-036,PA,East,P-011,7,559,0.05,3717.35,1407.35
ORD-2024-01279,2024-05-17,2024-05-22,First Class,C-027,OH,North,P-005,6,329,0,1974,804
ORD-2025-01280,2025-08-21,2025-08-22,First Class,C-006,WA,West,P-019,6,68,0.05,387.6,183.6
ORD-2025-01281,2025-05-19,2025-05-21,Second Class,C-022,UT,West,P-016,1,6.99,0,6.99,3.79
ORD-2024-01282,2024-04-21,2024-04-24,Same Day,C-010,CO,West,P-004,6,499,0.05,2844.3,984.3
ORD-2025-01283,2025-12-26,2025-12-28,Second Class,C-019,NV,West,P-019,10,68,0,680,340
ORD-2025-01284,2025-05-04,2025-05-05,Same Day,C-003,IL,North,P-010,10,429,0,4290,1890
ORD-2025-01285,2025-10-01,2025-10-08,Same Day,C-028,WI,North,P-009,2,199,0,398,206
ORD-2025-01286,2025-05-25,2025-05-29,Same Day,C-007,GA,South,P-016,12,6.99,0.1,75.49,37.09
ORD-2025-01287,2025-08-29,2025-08-30,Standard Class,C-023,FL,South,P-005,10,329,0.1,2961,1011
ORD-2024-01288,2024-01-09,2024-01-14,Same Day,C-005,AZ,West,P-002,4,999,0.1,3596.4,1156.4
ORD-2024-01289,2024-12-01,2024-12-03,Same Day,C-015,OR,West,P-007,4,119,0.05,452.2,196.2
ORD-2025-01290,2025-07-12,2025-07-19,Second Class,C-004,TX,South,P-010,11,429,0,4719,2079
ORD-2024-01291,2024-09-18,2024-09-22,Same Day,C-005,AZ,West,P-001,4,1299,0,5196,2156
ORD-2025-01292,2025-01-17,2025-01-22,Second Class,C-026,IN,North,P-010,6,429,0.2,2059.2,619.2
ORD-2025-01293,2025-06-24,2025-06-28,Same Day,C-037,OH,North,P-004,9,499,0,4491,1701
ORD-2024-01294,2024-02-22,2024-02-24,Standard Class,C-040,KY,South,P-019,11,68,0.1,673.2,299.2
ORD-2024-01295,2024-11-07,2024-11-14,Standard Class,C-021,FL,South,P-007,6,119,0,714,330
ORD-2025-01296,2025-10-07,2025-10-13,Second Class,C-036,PA,East,P-003,12,849,0.05,9678.6,3198.6
ORD-2024-01297,2024-09-27,2024-10-02,Second Class,C-004,TX,South,P-018,9,8.99,0,80.91,48.51
ORD-2024-01298,2024-09-27,2024-10-01,Same Day,C-019,NV,West,P-001,5,1299,0.05,6170.25,2370.25
ORD-2025-01299,2025-08-10,2025-08-13,Standard Class,C-017,TN,South,P-012,4,249,0.15,846.6,286.6
ORD-2024-01300,2024-07-21,2024-07-27,Standard Class,C-007,GA,South,P-011,7,559,0,3913,1603
ORD-2025-01301,2025-06-19,2025-06-20,Standard Class,C-016,OH,North,P-008,1,89.99,0.1,80.99,42.99
ORD-2024-01302,2024-05-03,2024-05-09,First Class,C-004,TX,South,P-007,6,119,0,714,330
ORD-2024-01303,2024-01-15,2024-01-19,Standard Class,C-001,NY,East,P-005,11,329,0,3619,1474
ORD-2024-01304,2024-06-19,2024-06-24,Standard Class,C-008,MI,North,P-006,4,49.99,0.2,159.97,75.97
ORD-2025-01305,2025-08-19,2025-08-26,Same Day,C-008,MI,North,P-014,2,59,0.2,94.4,38.4
ORD-2025-01306,2025-04-24,2025-04-28,First Class,C-026,IN,North,P-017,4,12.49,0.05,47.46,27.06
ORD-2025-01307,2025-03-11,2025-03-16,Same Day,C-007,GA,South,P-004,11,499,0.1,4940.1,1530.1
ORD-2024-01308,2024-09-10,2024-09-17,Second Class,C-019,NV,West,P-003,6,849,0.15,4329.9,1089.9
ORD-2025-01309,2025-04-06,2025-04-09,Same Day,C-037,OH,North,P-002,5,999,0.1,4495.5,1445.5
ORD-2024-01310,2024-11-29,2024-12-06,Same Day,C-028,WI,North,P-014,7,59,0,413,217
ORD-2025-01311,2025-04-20,2025-04-24,Same Day,C-001,NY,East,P-013,7,179,0.05,1190.35,525.35
ORD-2025-01312,2025-12-26,2025-12-29,Second Class,C-004,TX,South,P-017,2,12.49,0,24.98,14.78
ORD-2024-01313,2024-06-13,2024-06-17,First Class,C-022,UT,West,P-012,9,249,0.2,1792.8,532.8
ORD-2025-01314,2025-02-25,2025-03-02,Standard Class,C-035,MO,North,P-009,6,199,0,1194,618
ORD-2024-01315,2024-04-16,2024-04-18,First Class,C-013,ON,North,P-010,6,429,0.05,2445.3,1005.3
ORD-2025-01316,2025-02-13,2025-02-20,Standard Class,C-030,MD,East,P-013,5,179,0,895,420
ORD-2025-01317,2025-03-25,2025-03-26,Same Day,C-002,CA,West,P-001,1,1299,0.05,1234.05,474.05
ORD-2025-01318,2025-12-23,2025-12-30,Same Day,C-040,KY,South,P-020,8,34.99,0.15,237.93,125.93
ORD-2025-01319,2025-02-22,2025-02-23,Same Day,C-002,CA,West,P-002,10,999,0.1,8991,2891
ORD-2025-01320,2025-09-30,2025-10-02,Standard Class,C-033,TX,South,P-015,10,289,0,2890,1240
ORD-2024-01321,2024-01-13,2024-01-17,Standard Class,C-026,IN,North,P-019,12,68,0.05,775.2,367.2
ORD-2025-01322,2025-10-08,2025-10-12,Same Day,C-022,UT,West,P-018,2,8.99,0,17.98,10.78
ORD-2024-01323,2024-07-09,2024-07-15,Standard Class,C-003,IL,North,P-009,6,199,0,1194,618
ORD-2024-01324,2024-05-30,2024-06-06,Standard Class,C-004,TX,South,P-015,8,289,0.1,2080.8,760.8
ORD-2024-01325,2024-01-02,2024-01-03,Standard Class,C-039,OK,Central,P-010,4,429,0,1716,756
ORD-2024-01326,2024-01-26,2024-01-30,Second Class,C-037,OH,North,P-012,4,249,0,996,436
ORD-2024-01327,2024-07-30,2024-08-02,Standard Class,C-027,OH,North,P-008,7,89.99,0.1,566.94,300.94
ORD-2025-01328,2025-10-17,2025-10-19,Same Day,C-010,CO,West,P-019,5,68,0,340,170
ORD-2024-01329,2024-04-11,2024-04-14,Second Class,C-031,BC,North,P-001,2,1299,0.05,2468.1,948.1
ORD-2024-01330,2024-11-03,2024-11-04,Second Class,C-038,LA,South,P-016,9,6.99,0,62.91,34.11
ORD-2025-01331,2025-02-02,2025-02-05,Same Day,C-024,NC,South,P-008,11,89.99,0.05,940.4,522.4
ORD-2024-01332,2024-03-11,2024-03-16,First Class,C-036,PA,East,P-019,6,68,0,408,204
ORD-2025-01333,2025-09-09,2025-09-11,Second Class,C-038,LA,South,P-006,11,49.99,0.1,494.9,263.9
ORD-2024-01334,2024-07-16,2024-07-21,Second Class,C-003,IL,North,P-004,4,499,0,1996,756
ORD-2025-01335,2025-10-17,2025-10-23,Same Day,C-015,OR,West,P-006,7,49.99,0.15,297.44,150.44
ORD-2024-01336,2024-11-11,2024-11-13,Standard Class,C-037,OH,North,P-018,10,8.99,0.2,71.92,35.92
ORD-2025-01337,2025-06-26,2025-06-27,Standard Class,C-035,MO,North,P-018,11,8.99,0.05,93.95,54.35
ORD-2024-01338,2024-11-26,2024-11-28,Second Class,C-012,FL,South,P-013,12,179,0.1,1933.2,793.2
ORD-2025-01339,2025-03-25,2025-04-01,Same Day,C-030,MD,East,P-002,3,999,0,2997,1167
ORD-2024-01340,2024-04-13,2024-04-18,First Class,C-022,UT,West,P-002,5,999,0.15,4245.75,1195.75
ORD-2024-01341,2024-11-20,2024-11-25,Same Day,C-040,KY,South,P-020,4,34.99,0.1,125.96,69.96
ORD-2024-01342,2024-10-15,2024-10-16,First Class,C-007,GA,South,P-006,5,49.99,0.1,224.96,119.96
ORD-2024-01343,2024-11-17,2024-11-18,Standard Class,C-039,OK,Central,P-017,7,12.49,0.1,78.69,42.99
ORD-2025-01344,2025-06-05,2025-06-08,Standard Class,C-003,IL,North,P-010,4,429,0,1716,756
ORD-2025-01345,2025-11-10,2025-11-16,Same Day,C-026,IN,North,P-002,1,999,0.05,949.05,339.05
ORD-2025-01346,2025-04-22,2025-04-24,Second Class,C-014,CA,West,P-019,11,68,0.05,710.6,336.6
ORD-2024-01347,2024-04-24,2024-04-29,Same Day,C-013,ON,North,P-008,1,89.99,0.15,76.49,38.49
ORD-2025-01348,2025-10-19,2025-10-22,First Class,C-013,ON,North,P-002,4,999,0.05,3796.2,1356.2
ORD-2024-01349,2024-05-28,2024-06-04,Standard Class,C-002,CA,West,P-012,4,249,0,996,436
ORD-2025-01350,2025-09-04,2025-09-10,Second Class,C-014,CA,West,P-011,3,559,0.2,1341.6,351.6
ORD-2024-01351,2024-04-01,2024-04-02,Second Class,C-038,LA,South,P-016,7,6.99,0,48.93,26.53
ORD-2025-01352,2025-02-19,2025-02-22,Standard Class,C-040,KY,South,P-016,7,6.99,0.05,46.48,24.08
ORD-2025-01353,2025-04-07,2025-04-13,Standard Class,C-022,UT,West,P-001,6,1299,0,7794,3234
ORD-2025-01354,2025-09-12,2025-09-14,Same Day,C-015,OR,West,P-007,10,119,0,1190,550
ORD-2025-01355,2025-04-28,2025-05-05,Standard Class,C-019,NV,West,P-016,10,6.99,0,69.9,37.9
ORD-2025-01356,2025-07-17,2025-07-19,Standard Class,C-033,TX,South,P-017,11,12.49,0.2,109.91,53.81
ORD-2025-01357,2025-07-05,2025-07-09,Standard Class,C-001,NY,East,P-013,1,179,0.2,143.2,48.2
ORD-2025-01358,2025-07-10,2025-07-13,Standard Class,C-017,TN,South,P-019,3,68,0,204,102
ORD-2025-01359,2025-09-05,2025-09-11,Standard Class,C-012,FL,South,P-008,5,89.99,0.2,359.96,169.96
