OrderID,OrderDate,CoffeeName,Quantity,UnitPrice,TotalAmount,PaymentMethod
COF-00924,2025-01-01,"Americano with Milk",3,5,15,Card
COF-00925,2024-08-21,"Americano with Milk",5,5,25,Card
COF-00926,2024-03-23,"Americano with Milk",4,5,20,Card
COF-00927,2024-08-02,"Americano with Milk",5,5,25,Cash
COF-00928,2024-08-23,"Americano with Milk",4,5,20,Card
COF-00929,2025-02-25,"Americano with Milk",7,5,35,Card
COF-00930,2024-12-24,"Americano with Milk",6,5,30,Card
COF-00931,2024-10-25,"Americano with Milk",3,5,15,Card
COF-00932,2024-04-16,"Americano with Milk",4,5,20,Card
COF-00933,2025-02-02,"Americano with Milk",5,5,25,Card
COF-00934,2024-11-14,"Americano with Milk",2,5,10,Card
COF-00935,2024-03-10,"Americano with Milk",4,5,20,Card
COF-00936,2024-04-01,"Americano with Milk",5,5,25,Card
COF-00937,2024-12-01,"Americano with Milk",6,5,30,Card
COF-00938,2024-05-20,"Americano with Milk",3,5,15,Card
COF-00939,2025-03-03,"Americano with Milk",5,5,25,Card
COF-00940,2024-10-17,"Americano with Milk",7,5,35,Card
COF-00941,2024-08-18,"Americano with Milk",6,5,30,Card
COF-00942,2024-05-13,"Americano with Milk",3,5,15,Card
COF-00943,2024-04-06,"Americano with Milk",4,5,20,Card
COF-00944,2024-07-27,"Americano with Milk",3,5,15,Card
COF-00945,2024-09-15,"Americano with Milk",7,5,35,Card
COF-00946,2024-07-17,"Americano with Milk",5,5,25,Card
COF-00947,2024-12-16,"Americano with Milk",8,5,40,Card
COF-00948,2024-09-18,"Americano with Milk",2,5,10,Card
COF-00949,2024-10-25,"Americano with Milk",5,5,25,Card
COF-00950,2024-06-07,"Americano with Milk",3,5,15,Card
COF-00951,2024-10-22,"Americano with Milk",4,5,20,Card
COF-00952,2024-12-27,"Americano with Milk",3,5,15,Card
COF-00953,2024-10-08,"Americano with Milk",8,5,40,Card
COF-00954,2024-08-23,"Americano with Milk",9,5,45,Card
COF-00955,2024-06-14,"Americano with Milk",4,5,20,Card
COF-00956,2024-09-14,"Americano with Milk",7,5,35,Card
COF-00957,2025-02-09,"Americano with Milk",6,5,30,Card
COF-00958,2025-01-31,"Americano with Milk",8,5,40,Card
COF-00959,2025-03-14,"Americano with Milk",9,5,45,Card
COF-00960,2024-04-16,"Americano with Milk",6,5,30,Card
COF-00961,2025-02-03,"Americano with Milk",8,5,40,Card
COF-00962,2024-07-13,"Americano with Milk",8,5,40,Card
COF-00963,2024-05-27,"Americano with Milk",7,5,35,Card
COF-00964,2025-02-12,"Americano with Milk",8,5,40,Card
COF-00965,2025-01-15,"Americano with Milk",4,5,20,Card
COF-00966,2024-06-13,"Americano with Milk",3,5,15,Card
COF-00967,2024-10-22,"Americano with Milk",2,5,10,Card
COF-00968,2024-11-19,"Americano with Milk",5,5,25,Card
COF-00969,2024-12-21,"Americano with Milk",7,5,35,Card
COF-00970,2025-03-08,"Americano with Milk",8,5,40,Card
COF-00971,2025-03-20,"Americano with Milk",5,5,25,Card
COF-00972,2024-08-05,"Americano with Milk",6,5,30,Card
COF-00973,2025-03-02,"Americano with Milk",9,5,45,Card
COF-00974,2024-08-29,"Americano with Milk",4,5,20,Card
COF-00975,2025-02-16,"Americano with Milk",9,5,45,Card
COF-00976,2024-08-31,"Americano with Milk",2,5,10,Card
COF-00977,2025-03-15,"Americano with Milk",7,5,35,Card
COF-00978,2024-12-28,"Americano with Milk",6,5,30,Card
COF-00979,2024-04-01,"Americano with Milk",3,5,15,Card
COF-00980,2024-09-23,"Americano with Milk",6,5,30,Card
COF-00981,2024-09-16,"Americano with Milk",4,5,20,Card
COF-00982,2024-05-25,"Americano with Milk",9,5,45,Card
COF-00983,2024-07-09,"Americano with Milk",5,5,25,Card
COF-00984,2024-12-03,"Americano with Milk",4,5,20,Card
COF-00985,2024-05-19,"Americano with Milk",3,5,15,Card
COF-00986,2024-12-17,"Americano with Milk",8,5,40,Card
COF-00987,2025-01-20,"Americano with Milk",4,5,20,Card
COF-00988,2025-02-07,"Americano with Milk",9,5,45,Card
COF-00989,2024-11-02,"Americano with Milk",3,5,15,Card
COF-00990,2024-12-31,"Americano with Milk",4,5,20,Card
COF-00991,2024-11-24,"Americano with Milk",5,5,25,Card
COF-00992,2024-09-15,"Americano with Milk",9,5,45,Card
COF-00993,2024-03-10,"Americano with Milk",7,5,35,Card
COF-00994,2024-08-22,"Americano with Milk",3,5,15,Card
COF-00995,2025-02-01,"Americano with Milk",4,5,20,Card
COF-00996,2024-07-20,"Americano with Milk",6,5,30,Card
COF-00997,2024-11-15,"Americano with Milk",4,5,20,Card
COF-00998,2024-04-03,"Americano with Milk",7,5,35,Card
COF-00999,2024-07-11,"Americano with Milk",7,5,35,Card
COF-01000,2025-01-19,"Americano with Milk",6,5,30,Card
COF-01001,2024-08-18,"Americano with Milk",6,5,30,Card
COF-01002,2024-07-02,"Americano with Milk",2,5,10,Card
COF-01003,2025-03-27,"Americano with Milk",7,5,35,Card
COF-01004,2025-01-23,"Americano with Milk",7,5,35,Card
COF-01005,2024-06-27,"Americano with Milk",5,5,25,Card
COF-01006,2024-03-31,"Americano with Milk",2,5,10,Card
COF-01007,2024-12-28,"Americano with Milk",4,5,20,Card
COF-01008,2024-09-28,"Americano with Milk",2,5,10,Card
COF-01009,2025-03-23,"Americano with Milk",6,5,30,Card
COF-01010,2024-03-08,"Americano with Milk",3,5,15,Card
COF-01011,2024-12-03,"Americano with Milk",3,5,15,Card
COF-01012,2024-07-29,"Americano with Milk",2,5,10,Card
COF-01013,2024-09-27,"Americano with Milk",6,5,30,Card
COF-01014,2024-08-12,"Americano with Milk",4,5,20,Card
COF-01015,2024-05-19,"Americano with Milk",8,5,40,Card
COF-01016,2024-07-02,"Americano with Milk",8,5,40,Card
COF-01017,2024-05-04,"Americano with Milk",4,5,20,Card
COF-01018,2024-10-13,"Americano with Milk",2,5,10,Card
COF-01019,2024-03-25,"Americano with Milk",9,5,45,Card
COF-01020,2024-04-17,"Americano with Milk",4,5,20,Card
COF-01021,2024-06-01,"Americano with Milk",9,5,45,Card
COF-01022,2025-02-07,"Americano with Milk",3,5,15,Card
COF-01023,2024-03-09,"Americano with Milk",9,5,45,Card
COF-01024,2024-10-14,"Americano with Milk",6,5,30,Card
COF-01025,2024-09-10,"Americano with Milk",4,5,20,Card
COF-01026,2025-01-02,"Americano with Milk",4,5,20,Card
COF-01027,2024-07-15,"Americano with Milk",7,5,35,Card
COF-01028,2024-07-30,"Americano with Milk",8,5,40,Card
COF-01029,2024-11-30,"Americano with Milk",3,5,15,Card
COF-01030,2024-12-25,"Americano with Milk",4,5,20,Card
COF-01031,2024-04-23,"Americano with Milk",5,5,25,Card
COF-01032,2025-01-14,"Americano with Milk",3,5,15,Card
COF-01033,2024-07-10,"Americano with Milk",4,5,20,Card
COF-01034,2024-04-18,"Americano with Milk",4,5,20,Card
COF-01035,2025-03-12,"Americano with Milk",6,5,30,Card
COF-01036,2024-04-28,"Americano with Milk",2,5,10,Card
COF-01037,2024-08-16,"Americano with Milk",4,5,20,Card
COF-01038,2024-04-29,"Americano with Milk",8,5,40,Card
COF-01039,2024-11-01,"Americano with Milk",8,5,40,Card
COF-01040,2024-11-04,"Americano with Milk",3,5,15,Card
COF-01041,2024-07-22,"Americano with Milk",4,5,20,Card
COF-01042,2024-06-10,"Americano with Milk",5,5,25,Card
COF-01043,2024-06-15,"Americano with Milk",7,5,35,Card
COF-01044,2024-09-15,"Americano with Milk",5,5,25,Card
COF-01045,2024-10-21,"Americano with Milk",3,5,15,Card
COF-01046,2025-03-09,"Americano with Milk",5,5,25,Card
COF-01047,2024-05-16,"Americano with Milk",6,5,30,Card
COF-01048,2024-08-22,"Americano with Milk",4,5,20,Card
COF-01049,2024-10-03,"Americano with Milk",9,5,45,Card
COF-01050,2024-09-30,"Americano with Milk",3,5,15,Card
COF-01051,2024-06-22,"Americano with Milk",7,5,35,Card
COF-01052,2024-12-03,"Americano with Milk",8,5,40,Cash
COF-01053,2024-06-13,"Americano with Milk",7,5,35,Card
COF-01054,2024-10-17,"Americano with Milk",9,5,45,Card
COF-01055,2024-09-30,"Americano with Milk",9,5,45,Card
COF-01056,2024-10-12,"Americano with Milk",6,5,30,Card
COF-01057,2024-06-22,"Americano with Milk",7,5,35,Card
COF-01058,2025-01-28,"Americano with Milk",5,5,25,Card
COF-01059,2025-03-11,"Americano with Milk",9,5,45,Card
COF-01060,2024-10-13,"Americano with Milk",7,5,35,Card
COF-01061,2024-09-13,"Americano with Milk",7,5,35,Card
COF-01062,2025-01-26,"Americano with Milk",3,5,15,Card
COF-01063,2025-01-25,"Americano with Milk",9,5,45,Card
COF-01064,2024-07-19,"Americano with Milk",7,5,35,Card
COF-01065,2024-04-17,"Americano with Milk",6,5,30,Card
COF-01066,2024-11-12,"Americano with Milk",9,5,45,Card
COF-01067,2024-05-13,"Americano with Milk",9,5,45,Card
COF-01068,2024-04-03,"Americano with Milk",4,5,20,Card
COF-01069,2025-02-25,"Americano with Milk",5,5,25,Card
COF-01070,2024-09-28,"Americano with Milk",8,5,40,Card
COF-01071,2024-04-04,"Americano with Milk",7,5,35,Card
COF-01072,2024-11-30,"Americano with Milk",2,5,10,Card
COF-01073,2025-02-22,"Americano with Milk",7,5,35,Card
COF-01074,2024-04-11,"Americano with Milk",7,5,35,Card
COF-01075,2024-04-05,"Americano with Milk",9,5,45,Card
COF-01076,2024-11-25,"Americano with Milk",7,5,35,Card
COF-01077,2025-03-16,"Americano with Milk",4,5,20,Cash
COF-01078,2024-09-26,"Americano with Milk",5,5,25,Card
COF-01079,2024-03-13,"Americano with Milk",5,5,25,Card
COF-01080,2025-03-26,"Americano with Milk",9,5,45,Card
COF-01081,2024-09-02,"Americano with Milk",4,5,20,Card
COF-01082,2024-11-03,"Americano with Milk",4,5,20,Card
COF-01083,2024-12-25,"Americano with Milk",5,5,25,Card
COF-01084,2024-09-21,"Americano with Milk",7,5,35,Card
COF-01085,2024-12-02,"Americano with Milk",2,5,10,Card
COF-01086,2024-12-25,"Americano with Milk",9,5,45,Card
COF-01087,2024-09-19,"Americano with Milk",3,5,15,Card
COF-01088,2024-08-24,"Americano with Milk",6,5,30,Card
COF-01089,2025-01-19,"Americano with Milk",6,5,30,Card
COF-01090,2024-06-08,"Americano with Milk",7,5,35,Card
COF-01091,2024-11-22,"Americano with Milk",9,5,45,Card
COF-01092,2025-03-05,"Americano with Milk",7,5,35,Card
COF-01093,2024-09-27,"Americano with Milk",5,5,25,Card
COF-01094,2024-03-04,"Americano with Milk",9,5,45,Card
COF-01095,2024-06-28,"Americano with Milk",5,5,25,Card
COF-01096,2025-01-18,"Americano with Milk",8,5,40,Card
COF-01097,2024-09-09,"Americano with Milk",4,5,20,Card
COF-01098,2024-05-01,"Americano with Milk",5,5,25,Card
COF-01099,2024-03-22,"Americano with Milk",2,5,10,Card
COF-01100,2024-11-28,"Americano with Milk",8,5,40,Card
COF-01101,2024-11-26,"Americano with Milk",6,5,30,Card
COF-01102,2025-01-30,"Americano with Milk",8,5,40,Card
COF-01103,2024-08-16,"Americano with Milk",8,5,40,Card
COF-01104,2025-01-17,"Americano with Milk",3,5,15,Card
COF-01105,2024-11-15,"Americano with Milk",6,5,30,Card
COF-01106,2024-08-15,"Americano with Milk",3,5,15,Card
COF-01107,2025-02-15,"Americano with Milk",2,5,10,Card
COF-01108,2024-03-01,"Americano with Milk",8,5,40,Card
COF-01109,2024-06-11,"Americano with Milk",6,5,30,Card
COF-01110,2024-04-02,"Americano with Milk",9,5,45,Card
COF-01111,2024-12-03,"Americano with Milk",8,5,40,Card
COF-01112,2025-03-14,"Americano with Milk",4,5,20,Card
COF-01113,2024-09-28,"Americano with Milk",5,5,25,Card
COF-01114,2024-12-19,"Americano with Milk",5,5,25,Card
COF-01115,2025-02-03,"Americano with Milk",7,5,35,Card
COF-01116,2025-02-13,"Americano with Milk",5,5,25,Card
COF-01117,2024-07-30,"Americano with Milk",7,5,35,Card
COF-01118,2024-10-26,"Americano with Milk",8,5,40,Card
COF-01119,2025-03-24,"Americano with Milk",7,5,35,Card
COF-01120,2024-07-27,"Americano with Milk",6,5,30,Card
COF-01121,2024-07-27,"Americano with Milk",4,5,20,Card
COF-01122,2025-01-23,"Americano with Milk",2,5,10,Card
COF-01123,2025-02-10,"Americano with Milk",7,5,35,Card
COF-01124,2025-02-17,"Americano with Milk",9,5,45,Card
COF-01125,2024-09-23,"Americano with Milk",3,5,15,Card
COF-01126,2024-11-17,"Americano with Milk",3,5,15,Card
COF-01127,2024-07-12,"Americano with Milk",5,5,25,Cash
COF-01128,2024-09-04,"Americano with Milk",7,5,35,Card
COF-01129,2024-12-19,"Americano with Milk",2,5,10,Card
COF-01130,2025-02-01,"Americano with Milk",9,5,45,Card
COF-01131,2024-11-23,"Americano with Milk",3,5,15,Card
COF-01132,2024-06-20,"Americano with Milk",4,5,20,Card
COF-01133,2024-05-12,"Americano with Milk",2,5,10,Card
COF-01134,2024-11-21,"Americano with Milk",2,5,10,Card
COF-01135,2025-01-09,"Americano with Milk",5,5,25,Card
COF-01136,2024-05-12,"Americano with Milk",2,5,10,Card
COF-01137,2024-05-16,"Americano with Milk",4,5,20,Card
COF-01138,2024-11-13,"Americano with Milk",2,5,10,Card
COF-01139,2024-06-28,"Americano with Milk",9,5,45,Card
COF-01140,2024-11-06,"Americano with Milk",2,5,10,Cash
COF-01141,2024-07-11,"Americano with Milk",2,5,10,Card
COF-01142,2024-09-29,"Americano with Milk",3,5,15,Card
COF-01143,2025-01-22,"Americano with Milk",3,5,15,Card
COF-01144,2024-10-09,"Americano with Milk",5,5,25,Card
COF-01145,2024-09-27,"Americano with Milk",7,5,35,Card
COF-01146,2024-05-27,"Americano with Milk",7,5,35,Card
COF-01147,2024-09-20,"Americano with Milk",6,5,30,Cash
COF-01148,2024-08-04,"Americano with Milk",7,5,35,Card
COF-01149,2024-04-11,"Americano with Milk",2,5,10,Card
COF-01150,2024-11-13,"Americano with Milk",9,5,45,Card
COF-01151,2024-08-08,"Americano with Milk",6,5,30,Card
COF-01152,2024-10-01,"Americano with Milk",4,5,20,Card
COF-01153,2024-03-30,"Americano with Milk",4,5,20,Card
COF-01154,2024-03-03,"Americano with Milk",4,5,20,Card
COF-01155,2025-02-07,"Americano with Milk",7,5,35,Card
COF-01156,2024-08-15,"Americano with Milk",2,5,10,Card
COF-01157,2025-01-30,"Americano with Milk",2,5,10,Card
COF-01158,2024-08-19,"Americano with Milk",2,5,10,Card
COF-01159,2024-03-02,"Americano with Milk",9,5,45,Card
COF-01160,2024-03-29,"Americano with Milk",5,5,25,Card
COF-01161,2024-10-29,"Americano with Milk",3,5,15,Card
COF-01162,2024-07-05,"Americano with Milk",3,5,15,Card
COF-01163,2024-05-08,"Americano with Milk",9,5,45,Card
COF-01164,2024-07-29,"Americano with Milk",3,5,15,Card
COF-01165,2025-03-07,"Americano with Milk",6,5,30,Card
COF-01166,2024-05-07,"Americano with Milk",6,5,30,Card
COF-01167,2025-01-14,"Americano with Milk",7,5,35,Card
COF-01168,2024-12-21,"Americano with Milk",8,5,40,Card
COF-01169,2024-06-05,"Americano with Milk",9,5,45,Card
COF-01170,2024-08-10,"Americano with Milk",6,5,30,Card
COF-01171,2024-11-02,"Americano with Milk",2,5,10,Card
COF-01172,2024-03-31,"Americano with Milk",5,5,25,Card
COF-01173,2024-10-18,"Americano with Milk",6,5,30,Card
COF-01174,2025-02-27,"Americano with Milk",3,5,15,Card
COF-01175,2024-03-18,"Americano with Milk",5,5,25,Card
COF-01176,2025-01-10,"Americano with Milk",5,5,25,Card
COF-01177,2024-07-09,"Americano with Milk",8,5,40,Card
COF-01178,2024-07-12,"Americano with Milk",4,5,20,Card
COF-01179,2024-06-23,"Americano with Milk",8,5,40,Card
COF-01180,2024-07-21,"Americano with Milk",2,5,10,Card
COF-01181,2024-09-14,"Americano with Milk",8,5,40,Card
COF-01182,2025-03-06,"Americano with Milk",8,5,40,Card
COF-01183,2024-10-23,"Americano with Milk",8,5,40,Card
COF-01184,2024-03-09,"Americano with Milk",6,5,30,Card
COF-01185,2024-10-04,"Americano with Milk",9,5,45,Card
COF-01186,2025-01-02,"Americano with Milk",7,5,35,Card
COF-01187,2025-03-18,"Americano with Milk",5,5,25,Card
COF-01188,2025-01-17,"Americano with Milk",2,5,10,Card
COF-01189,2025-03-24,"Americano with Milk",4,5,20,Card
COF-01190,2024-03-31,"Americano with Milk",8,5,40,Card
COF-01191,2025-01-14,"Americano with Milk",3,5,15,Card
COF-01192,2024-06-23,"Americano with Milk",5,5,25,Card
COF-01193,2024-11-23,"Americano with Milk",2,5,10,Card
COF-01194,2025-01-09,"Americano with Milk",3,5,15,Card
COF-01195,2024-09-15,"Americano with Milk",4,5,20,Card
COF-01196,2024-08-20,"Americano with Milk",8,5,40,Card
COF-01197,2024-07-04,"Americano with Milk",6,5,30,Card
COF-01198,2024-03-15,"Americano with Milk",5,5,25,Card
COF-01199,2024-12-07,"Americano with Milk",7,5,35,Card
COF-01200,2024-12-23,"Americano with Milk",9,5,45,Card
COF-01201,2024-08-06,"Americano with Milk",6,5,30,Card
COF-01202,2024-10-18,"Americano with Milk",3,5,15,Card
COF-01203,2024-09-17,"Americano with Milk",4,5,20,Card
COF-01204,2025-03-10,"Americano with Milk",2,5,10,Card
COF-01205,2024-11-05,"Americano with Milk",3,5,15,Card
COF-01206,2025-01-28,"Americano with Milk",4,5,20,Card
COF-01207,2024-08-26,"Americano with Milk",6,5,30,Card
COF-01208,2024-07-24,"Americano with Milk",8,5,40,Card
COF-01209,2024-07-23,"Americano with Milk",8,5,40,Card
COF-01210,2025-01-27,"Americano with Milk",6,5,30,Card
COF-01211,2025-01-12,"Americano with Milk",9,5,45,Card
COF-01212,2024-05-31,"Americano with Milk",5,5,25,Card
COF-01213,2024-10-07,"Americano with Milk",9,5,45,Card
COF-01214,2025-02-16,"Americano with Milk",9,5,45,Card
COF-01215,2025-02-20,"Americano with Milk",4,5,20,Card
COF-01216,2024-10-12,"Americano with Milk",5,5,25,Card
COF-01217,2024-08-01,"Americano with Milk",8,5,40,Card
COF-01218,2025-02-25,"Americano with Milk",4,5,20,Card
COF-01219,2025-03-24,"Americano with Milk",2,5,10,Card
COF-01220,2025-01-12,"Americano with Milk",3,5,15,Card
COF-01221,2024-09-26,"Americano with Milk",7,5,35,Card
COF-01222,2024-12-18,"Americano with Milk",3,5,15,Card
COF-01223,2024-08-23,"Americano with Milk",5,5,25,Card
COF-01224,2024-10-10,"Americano with Milk",4,5,20,Card
COF-01225,2024-11-24,"Americano with Milk",6,5,30,Card
COF-01226,2025-03-18,"Americano with Milk",5,5,25,Card
COF-01227,2025-02-06,"Americano with Milk",8,5,40,Card
COF-01228,2024-10-28,"Americano with Milk",5,5,25,Card
COF-01229,2024-07-23,"Americano with Milk",9,5,45,Card
COF-01230,2024-12-19,"Americano with Milk",3,5,15,Card
COF-01231,2025-02-28,"Americano with Milk",8,5,40,Card
COF-01232,2024-11-11,"Americano with Milk",4,5,20,Card
COF-01233,2025-01-31,"Americano with Milk",3,5,15,Card
COF-01234,2024-05-30,"Americano with Milk",2,5,10,Cash
COF-01235,2024-08-22,"Americano with Milk",8,5,40,Card
COF-01236,2025-03-22,"Americano with Milk",3,5,15,Card
COF-01237,2025-01-10,"Americano with Milk",2,5,10,Card
COF-01238,2024-07-24,"Americano with Milk",9,5,45,Card
COF-01239,2024-04-03,"Americano with Milk",9,5,45,Card
COF-01240,2025-03-19,"Americano with Milk",4,5,20,Card
COF-01241,2024-10-07,"Americano with Milk",7,5,35,Card
COF-01242,2024-08-14,"Americano with Milk",7,5,35,Card
COF-01243,2024-12-01,"Americano with Milk",2,5,10,Card
COF-01244,2024-07-17,"Americano with Milk",2,5,10,Card
COF-01245,2024-05-05,"Americano with Milk",7,5,35,Card
COF-01246,2024-07-19,"Americano with Milk",3,5,15,Card
COF-01247,2024-04-21,"Americano with Milk",5,5,25,Card
COF-01248,2025-02-13,"Americano with Milk",9,5,45,Card
COF-01249,2025-01-09,"Americano with Milk",6,5,30,Card
COF-01250,2024-06-18,"Americano with Milk",6,5,30,Card
COF-01251,2024-03-21,"Americano with Milk",9,5,45,Card
COF-01252,2025-03-18,"Americano with Milk",7,5,35,Card
COF-01253,2025-02-03,"Americano with Milk",2,5,10,Card
COF-01254,2024-03-20,"Americano with Milk",4,5,20,Card
COF-01255,2024-09-30,"Americano with Milk",5,5,25,Card
COF-01256,2024-06-10,"Americano with Milk",3,5,15,Card
COF-01257,2024-12-23,"Americano with Milk",7,5,35,Card
COF-01258,2024-10-18,"Americano with Milk",8,5,40,Card
COF-01259,2024-10-27,"Americano with Milk",7,5,35,Card
COF-01260,2025-02-26,"Americano with Milk",7,5,35,Card
COF-01261,2024-12-07,"Americano with Milk",5,5,25,Card
COF-01262,2024-12-26,"Americano with Milk",4,5,20,Card
COF-01263,2024-09-23,"Americano with Milk",3,5,15,Card
COF-01264,2024-06-07,"Americano with Milk",5,5,25,Card
COF-01265,2024-08-25,"Americano with Milk",2,5,10,Card
COF-01266,2024-08-26,"Americano with Milk",4,5,20,Card
COF-01267,2024-07-10,"Americano with Milk",6,5,30,Card
COF-01268,2024-09-23,"Americano with Milk",6,5,30,Card
COF-01269,2024-11-30,"Americano with Milk",5,5,25,Card
COF-01270,2025-01-11,"Americano with Milk",4,5,20,Card
COF-01271,2024-11-18,"Americano with Milk",9,5,45,Card
COF-01272,2024-04-06,"Americano with Milk",4,5,20,Card
COF-01273,2024-12-14,"Americano with Milk",8,5,40,Card
COF-01274,2024-11-19,"Americano with Milk",7,5,35,Cash
COF-01275,2024-07-11,"Americano with Milk",6,5,30,Card
COF-01276,2024-10-23,"Americano with Milk",3,5,15,Card
COF-01277,2025-02-11,"Americano with Milk",3,5,15,Card
COF-01278,2024-06-13,"Americano with Milk",6,5,30,Card
COF-01279,2024-12-18,"Americano with Milk",3,5,15,Card
COF-01280,2024-11-09,"Americano with Milk",2,5,10,Card
COF-01281,2024-05-17,"Americano with Milk",7,5,35,Card
COF-01282,2025-03-17,"Americano with Milk",6,5,30,Card
COF-01283,2024-12-25,"Americano with Milk",4,5,20,Card
COF-01284,2024-06-06,"Americano with Milk",7,5,35,Card
COF-01285,2024-07-17,"Americano with Milk",7,5,35,Card
COF-01286,2024-07-17,"Americano with Milk",3,5,15,Cash
COF-01287,2024-10-24,"Americano with Milk",2,5,10,Card
COF-01288,2024-06-20,"Americano with Milk",9,5,45,Card
COF-01289,2024-11-21,"Americano with Milk",5,5,25,Card
COF-01290,2024-06-30,"Americano with Milk",4,5,20,Card
COF-01291,2025-03-18,"Americano with Milk",2,5,10,Card
COF-01292,2024-07-04,"Americano with Milk",5,5,25,Cash
COF-01293,2024-05-03,"Americano with Milk",4,5,20,Card
COF-01294,2024-11-23,"Americano with Milk",8,5,40,Card
COF-01295,2024-03-07,"Americano with Milk",7,5,35,Card
COF-01296,2024-12-29,"Americano with Milk",9,5,45,Card
COF-01297,2024-06-22,"Americano with Milk",5,5,25,Cash
COF-01298,2025-02-10,"Americano with Milk",2,5,10,Card
COF-01299,2024-09-14,"Americano with Milk",9,5,45,Card
COF-01300,2024-11-08,"Americano with Milk",4,5,20,Card
COF-01301,2024-05-18,"Americano with Milk",5,5,25,Cash
COF-01302,2024-10-22,"Americano with Milk",4,5,20,Card
COF-01303,2025-01-29,"Americano with Milk",2,5,10,Card
COF-01304,2025-01-06,"Americano with Milk",3,5,15,Card
COF-01305,2024-04-12,"Americano with Milk",9,5,45,Card
COF-01306,2024-10-05,"Americano with Milk",4,5,20,Card
COF-01307,2024-12-31,"Americano with Milk",9,5,45,Card
COF-01308,2024-08-21,"Americano with Milk",2,5,10,Card
COF-01309,2024-04-26,"Americano with Milk",2,5,10,Card
COF-01310,2024-12-23,"Americano with Milk",8,5,40,Card
COF-01311,2024-05-26,"Americano with Milk",6,5,30,Card
COF-01312,2024-12-13,"Americano with Milk",5,5,25,Card
COF-01313,2025-01-03,"Americano with Milk",5,5,25,Card
COF-01314,2025-01-10,"Americano with Milk",9,5,45,Card
COF-01315,2024-12-13,"Americano with Milk",5,5,25,Card
COF-01316,2024-05-15,"Americano with Milk",8,5,40,Card
COF-01317,2024-12-07,"Americano with Milk",9,5,45,Card
COF-01318,2024-09-18,"Americano with Milk",8,5,40,Card
COF-01319,2024-12-05,"Americano with Milk",8,5,40,Card
COF-01320,2024-03-14,"Americano with Milk",5,5,25,Card
COF-01321,2024-10-20,"Americano with Milk",2,5,10,Card
COF-01322,2024-11-07,"Americano with Milk",6,5,30,Card
COF-01323,2024-12-17,"Americano with Milk",5,5,25,Card
COF-01324,2025-02-07,"Americano with Milk",8,5,40,Card
COF-01325,2025-03-09,"Americano with Milk",9,5,45,Card
COF-01326,2024-10-24,"Americano with Milk",7,5,35,Card
COF-01327,2024-12-30,"Americano with Milk",9,5,45,Card
COF-01328,2025-03-03,"Americano with Milk",2,5,10,Card
COF-01329,2025-02-24,"Americano with Milk",7,5,35,Card
COF-01330,2024-11-29,"Americano with Milk",2,5,10,Card
COF-01331,2025-03-15,"Americano with Milk",7,5,35,Card
COF-01332,2024-05-02,"Americano with Milk",3,5,15,Card
COF-01333,2024-11-20,"Americano with Milk",2,5,10,Card
COF-01334,2024-09-27,"Americano with Milk",5,5,25,Card
COF-01335,2024-11-21,"Americano with Milk",8,5,40,Card
COF-01336,2025-01-14,"Americano with Milk",6,5,30,Card
COF-01337,2024-08-08,"Americano with Milk",2,5,10,Card
COF-01338,2025-02-24,"Americano with Milk",4,5,20,Card
COF-01339,2025-02-07,"Americano with Milk",7,5,35,Card
COF-01340,2024-07-15,"Americano with Milk",7,5,35,Card
COF-01341,2024-03-04,"Americano with Milk",2,5,10,Card
COF-01342,2024-12-14,"Americano with Milk",9,5,45,Card
COF-01343,2025-02-10,"Americano with Milk",8,5,40,Card
COF-01344,2024-05-01,"Americano with Milk",9,5,45,Card
COF-01345,2024-10-20,"Americano with Milk",3,5,15,Card
COF-01346,2025-03-07,"Americano with Milk",4,5,20,Card
COF-01347,2024-12-01,"Americano with Milk",2,5,10,Card
COF-01348,2024-12-29,"Americano with Milk",4,5,20,Card
COF-01349,2024-11-20,"Americano with Milk",2,5,10,Card
COF-01350,2024-09-02,"Americano with Milk",4,5,20,Card
COF-01351,2025-01-01,"Americano with Milk",4,5,20,Card
COF-01352,2024-03-29,"Americano with Milk",6,5,30,Card
COF-01353,2024-03-10,"Americano with Milk",9,5,45,Card
COF-01354,2024-04-27,"Americano with Milk",9,5,45,Card
COF-01355,2024-04-19,"Americano with Milk",3,5,15,Card
COF-01356,2024-08-17,"Americano with Milk",4,5,20,Card
COF-01357,2024-03-02,"Americano with Milk",9,5,45,Card
COF-01358,2025-02-03,"Americano with Milk",7,5,35,Card
COF-01359,2024-12-09,"Americano with Milk",3,5,15,Card
COF-01360,2024-08-24,"Americano with Milk",2,5,10,Card
COF-01361,2024-10-04,"Americano with Milk",5,5,25,Card
COF-01362,2024-05-27,"Americano with Milk",5,5,25,Card
COF-01363,2024-06-10,"Americano with Milk",6,5,30,Card
COF-01364,2024-04-05,"Americano with Milk",9,5,45,Card
COF-01365,2024-06-11,"Americano with Milk",6,5,30,Card
COF-01366,2024-07-22,"Americano with Milk",7,5,35,Card
COF-01367,2024-12-20,"Americano with Milk",3,5,15,Card
COF-01368,2024-08-28,"Americano with Milk",5,5,25,Card
COF-01369,2024-04-26,"Americano with Milk",9,5,45,Card
COF-01370,2024-12-19,"Americano with Milk",4,5,20,Card
COF-01371,2024-11-13,"Americano with Milk",6,5,30,Card
COF-01372,2024-03-30,"Americano with Milk",6,5,30,Card
